RealX,RealY,RoundedX,RoundedY,PredictedX,PredictedY,KalmanX,KalmanY
-1185.7300000000007,3738.5,-1187,3739,-1120.8619,3732.6604,-1182.3983782459804,3739.1549039933466
-1174.4823896185942,3727.8635919318285,-1172,3729,-1271.8132,3756.9685,-1199.1975001649007,3757.8597233447867
-1163.2355485478222,3717.2279109521896,-1162,3714,-1146.8417,3764.11,-1176.0038698896976,3751.5390366893366
-1151.9884032861066,3706.591940783952,-1152,3704,-1175.5416,3755.0967,-1172.1748377692143,3753.6347933293214
-1140.741556371006,3695.956274574298,-1142,3694,-1107.56,3745.8752,-1148.0245115348541,3743.7759990345603
-1129.4945416595642,3685.320443644923,-1127,3684,-1128.1753,3759.2998,-1142.9579812104514,3747.0031119474384
-1118.2474413369996,3674.6845286658763,-1117,3674,-1266.9359,3757.5928,-1201.857629286484,3768.68045531293
-1107.0002972900197,3664.0485706392483,-1107,3664,-1139.6609,3773.306,-1175.4697733449314,3769.5632096558993
-1099.5021880474249,3656.9579188722482,-1097,3654,-1128.9453,3764.3562,-1147.5855448819702,3762.7821313342583
-1095.7531309390429,3653.4125905105907,-1097,3654,-1128.9453,3764.3562,-1143.868573866365,3757.6455158664367
-1084.5059532098521,3642.776599013355,-1082,3644,-1061.3099,3799.4353,-1104.0274863546053,3791.3970999735902
-1077.0078312753383,3635.685934560547,-1077,3634,-1250.2549,3761.5344,-1155.8393774878523,3779.8220147931297
-1077.0076515142998,3635.6858028433053,-1077,3634,-1250.2549,3761.5344,-1179.8988166376673,3772.9828321668992
-1077.006515089993,3635.6857732290664,-1077,3634,-1250.2549,3761.5344,-1195.8653981362547,3769.5713008627504
-1077.005751575312,3635.685747395866,-1077,3634,-1250.2549,3761.5344,-1207.2901149143966,3767.526902886527
-1077.005302160342,3635.685724678205,-1077,3634,-1250.2549,3761.5344,-1215.8578709773985,3766.161650141006
-1077.0051170939755,3635.6857046107234,-1077,3634,-1250.2549,3761.5344,-1222.4809502538824,3765.1849402685184
-1077.005154767583,3635.685686866062,-1077,3634,-1250.2549,3761.5344,-1236.1073869089525,3759.5112172745794
-1074.7445863770542,3630.9803578134997,-1072,3629,-1319.549,3760.3596,-1250.8534545435816,3771.133478076784
-1073.1182281811798,3627.613849905515,-1072,3629,-1319.549,3760.3596,-1257.8822475412621,3766.0272690576558
